prompt,story_text,genre,length
The spaceship loses contact with Earth.,"The spaceship loses contact with Earth. Danger lurks in every corner, but hope keeps you moving.",Horror,16
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. Your courage is tested as the story unfolds.,Adventure,17
An old wizard offers you two potions.,An old wizard offers you two potions. The path ahead splits into choices with unknown fates.,Mystery,16
You find a map with an 'X' marked in the desert.,"You find a map with an 'X' marked in the desert. Danger lurks in every corner, but hope keeps you moving.",Horror,21
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. You feel a strange energy guiding your path forward.,Horror,18
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The world around you shifts into something unrecognizable.,Adventure,14
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. The path ahead splits into choices with unknown fates.,Mystery,18
A detective receives a letter with no return address.,A detective receives a letter with no return address. Your courage is tested as the story unfolds.,Adventure,17
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The path ahead splits into choices with unknown fates.,Fantasy,15
You find a map with an 'X' marked in the desert.,You find a map with an 'X' marked in the desert. Voices whisper promises of power and betrayal.,Adventure,18
An old wizard offers you two potions.,An old wizard offers you two potions. You uncover secrets that change your destiny forever.,Adventure,15
You stumble upon a secret underground library.,You stumble upon a secret underground library. You feel a strange energy guiding your path forward.,Fantasy,16
You stumble upon a secret underground library.,You stumble upon a secret underground library. The path ahead splits into choices with unknown fates.,Fantasy,16
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. Voices whisper promises of power and betrayal.,Adventure,13
The king announces a dangerous quest.,The king announces a dangerous quest. The journey takes an unexpected turn as shadows creep closer.,Sci-Fi,16
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The artifact in your hand begins to glow with power.,Sci-Fi,16
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. Voices whisper promises of power and betrayal.,Mystery,16
You find a map with an 'X' marked in the desert.,You find a map with an 'X' marked in the desert. The artifact in your hand begins to glow with power.,Mystery,21
An old wizard offers you two potions.,An old wizard offers you two potions. The world around you shifts into something unrecognizable.,Horror,15
A detective receives a letter with no return address.,A detective receives a letter with no return address. You uncover secrets that change your destiny forever.,Adventure,17
You stumble upon a secret underground library.,You stumble upon a secret underground library. Voices whisper promises of power and betrayal.,Adventure,14
The king announces a dangerous quest.,The king announces a dangerous quest. Voices whisper promises of power and betrayal.,Fantasy,13
You wake up in a haunted castle.,You wake up in a haunted castle. The journey takes an unexpected turn as shadows creep closer.,Horror,17
The king announces a dangerous quest.,The king announces a dangerous quest. The world around you shifts into something unrecognizable.,Adventure,14
An old wizard offers you two potions.,An old wizard offers you two potions. The journey takes an unexpected turn as shadows creep closer.,Sci-Fi,17
A child discovers a talking animal in the garden.,A child discovers a talking animal in the garden. The world around you shifts into something unrecognizable.,Sci-Fi,17
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. You feel a strange energy guiding your path forward.,Mystery,15
An old wizard offers you two potions.,An old wizard offers you two potions. The journey takes an unexpected turn as shadows creep closer.,Fantasy,17
A mysterious glowing stone appears in the forest.,A mysterious glowing stone appears in the forest. You uncover secrets that change your destiny forever.,Horror,16
An old wizard offers you two potions.,An old wizard offers you two potions. You uncover secrets that change your destiny forever.,Mystery,15
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. The journey takes an unexpected turn as shadows creep closer.,Horror,19
The spaceship loses contact with Earth.,The spaceship loses contact with Earth. The path ahead splits into choices with unknown fates.,Mystery,15
A stranger gives you a key with strange symbols.,A stranger gives you a key with strange symbols. The path ahead splits into choices with unknown fates.,Sci-Fi,18
A detective receives a letter with no return address.,A detective receives a letter with no return address. You feel a strange energy guiding your path forward.,Adventure,18
You stumble upon a secret underground library.,You stumble upon a secret underground library. The journey takes an unexpected turn as shadows creep closer.,Fantasy,17
A mysterious glowing stone appears in the forest.,A mysterious glowing stone appears in the forest. The journey takes an unexpected turn as shadows creep closer.,Mystery,18
